air_temp,apd,day,dewpoint,dpd,gust,hour,lat,lat_attr,lon,lon_attr,minute,month,mwd,obs_time,pressure,ptdy,station_id,tide,vis,water_temp,wave_height,wind_dir,wind_speed
-0.9,,4,-7.7,,2.1,11,57.055,57.055,-135.349,-135.349,53,4,,4/4/2018 11:53:00,1017.8,,SHXA2,,,,,290,1.5
20.5,,4,,,,11,27.862,27.862,-80.445,-80.445,45,4,,4/4/2018 11:45:00,1018,,SIPF1,,,20.9,,,0
0.8,,4,,,4.1,11,58.177,58.177,-135.259,-135.259,22,4,,4/4/2018 11:22:00,,,SISA2,,,,,240,3.1
6.1,,4,,,5.1,11,48.318,48.318,-122.843,-122.843,0,4,,4/4/2018 11:00:00,1017.9,0,SISW1,,,,,140,4.6
25.8,,4,,,,11,18.459,18.459,-66.116,-66.116,42,4,,4/4/2018 11:42:00,1015.4,,SJNP4,,,26.6,,,
-1.3,,4,,,14.9,12,42.098,42.098,-86.494,-86.494,0,4,,4/4/2018 12:00:00,1012.2,5.8,SJOM4,,,,,300,11.8
-2.2,,4,,,,11,59.45,59.45,-135.327,-135.327,42,4,,4/4/2018 11:42:00,1020.9,,SKTA2,,,3.5,,,
-2.9,,4,-13.3,,8.2,11,59.448,59.448,-135.326,-135.326,53,4,,4/4/2018 11:53:00,1021,,SKXA2,,,,,360,4.6
18.4,,4,,,12.4,11,38.321,38.321,-76.452,-76.452,48,4,,4/4/2018 11:48:00,1003,,SLIM2,,,8.6,,210,9.3
13.9,,4,,,1.5,11,35.389,35.389,-114.621,-114.621,50,4,,4/4/2018 11:50:00,1014.2,,SLMN2,,,,0,50,1.5
-10.3,,4,,,5.7,11,47.278,47.278,-91.27,-91.27,40,4,,4/4/2018 11:40:00,1018.6,,SLVM5,,,,,340,4.1
-0.5,,4,-2.9,,3.1,11,55.34,55.34,-131.644,-131.644,53,4,,4/4/2018 11:53:00,1018.7,,SLXA2,,,,,40,1.5
24.7,,4,19.9,,6.2,11,24.628,24.628,-81.109,-81.109,50,4,,4/4/2018 11:50:00,1015.4,1.5,SMKF1,,,,,120,5.1
0.7,,4,,,5.1,11,55.336,55.336,-160.502,-160.502,42,4,,4/4/2018 11:42:00,1005.9,,SNDA2,,,4.2,,310,2.6
17.4,,4,,,,11,28.215,28.215,-177.361,-177.361,48,4,,4/4/2018 11:48:00,1009.2,,SNDP5,,,19.6,,,
23.8,,4,,,3.1,12,26.704,26.704,-78.995,-78.995,0,4,,4/4/2018 12:00:00,1017.1,1.4,SPGF1,,,,,120,2.6
,,4,,,10.3,11,28.867,28.867,-90.483,-90.483,0,4,,4/4/2018 11:00:00,,,SPLL1,,6.5,,,10,7.2
14.4,,4,,,13.4,12,29.683,29.683,-94.033,-94.033,0,4,,4/4/2018 12:00:00,1019.7,2.8,SRST2,,,,,30,10.8
,,4,,5,,10,33.841,33.841,-78.482,-78.482,42,4,183,4/4/2018 10:42:00,,,SSBN7,,,,0.6,,
-5.4,,4,-14.9,,14.9,12,47.184,47.184,-87.225,-87.225,0,4,,4/4/2018 12:00:00,1013.2,1.9,STDM4,,,,,10,12.9
-1.1,,4,-6.8,,2.6,11,57.116,57.116,-135.391,-135.391,52,4,,4/4/2018 11:52:00,1017.7,,STXA2,,,,,150,1.5
-1.4,,4,,,21.1,12,42.401,42.401,-86.288,-86.288,0,4,,4/4/2018 12:00:00,,,SVNM4,,,,,300,18
,,4,,,,11,60.12,60.12,-149.427,-149.427,48,4,,4/4/2018 11:48:00,,,SWLA2,,,4.7,,,
-6.9,,4,,,11.8,11,46.501,46.501,-84.372,-84.372,48,4,,4/4/2018 11:48:00,1004,,SWPM4,,,,,30,7.7
,,4,,,,11,36.943,36.943,-76.329,-76.329,48,4,,4/4/2018 11:48:00,,,SWPV2,,,11.6,,,
-5.5,,4,,,10.3,11,46.563,46.563,-90.437,-90.437,40,4,,4/4/2018 11:40:00,1016.6,,SXHW3,,,,,340,8.2
18.5,,4,,,,11,27.815,27.815,-97.389,-97.389,48,4,,4/4/2018 11:48:00,1017,,TAQT2,,,23.3,,,
-3.4,,4,,,12.9,11,44.254,44.254,-83.449,-83.449,40,4,,4/4/2018 11:40:00,998,,TAWM4,,,,,340,6.2
-4.3,,4,,,15.4,11,45.035,45.035,-83.194,-83.194,50,4,,4/4/2018 11:50:00,,,TBIM4,,,,,340,8.2
15.7,,4,,,8.8,11,39.213,39.213,-76.244,-76.244,48,4,,4/4/2018 11:48:00,1001.3,,TCBM2,,,8.7,,200,6.7
,,4,,,2.6,11,47.276,47.276,-122.418,-122.418,42,4,,4/4/2018 11:42:00,,,TCMW1,,,,,310,2.1
5.9,,4,,,,11,47.267,47.267,-122.413,-122.413,42,4,,4/4/2018 11:42:00,1018.7,,TCNW1,,,9,,,
18.1,,4,,,2.6,11,29.668,29.668,-91.237,-91.237,48,4,,4/4/2018 11:48:00,1017,,TESL1,,,19.3,,10,1.5
2.9,,4,,,21.1,11,41.826,41.826,-83.194,-83.194,50,4,,4/4/2018 11:50:00,,,THLO1,,,,,250,18
2.7,,4,-2,,13.4,11,41.694,41.694,-83.473,-83.473,48,4,,4/4/2018 11:48:00,1003.1,,THRO1,,,,,260,7.7
10.5,,4,,,,11,37.892,37.892,-122.447,-122.447,47,4,,4/4/2018 11:47:00,1017,,TIBC1,,,,,190,4.6
14.6,,4,12.1,,,10,32.575,32.575,-117.127,-117.127,45,4,,4/4/2018 10:45:00,1017,,TIXC1,,,,,,0
-3.9,,4,-8.9,,3.6,11,57.779,57.779,-135.219,-135.219,52,4,,4/4/2018 11:52:00,1017.7,,TKEA2,,,,,70,3.1
4.4,,4,4.4,,5.7,11,42.014,42.014,-73.939,-73.939,42,4,,4/4/2018 11:42:00,,,TKPN6,,,5.4,,180,4.1
,,4,,,,11,45.555,45.555,-123.919,-123.919,42,4,,4/4/2018 11:42:00,,,TLBO3,,,9.9,,,
5.7,,4,,,5.1,11,46.707,46.707,-123.967,-123.967,42,4,,4/4/2018 11:42:00,1017.7,,TOKW1,,,9.6,,130,3.6
,,4,,,1,11,27.933,27.933,-82.433,-82.433,36,4,,4/4/2018 11:36:00,,,TPAF1,,,,,,0
15.7,,4,,,12.9,12,38.899,38.899,-76.436,-76.436,0,4,,4/4/2018 12:00:00,,,TPLM2,,,7.7,,200,12.4
21.4,,4,,,3.6,11,28.416,28.416,-80.593,-80.593,48,4,,4/4/2018 11:48:00,1018.5,,TRDF1,,,23.6,,210,3.1
14.6,,4,,,13.9,11,29.689,29.689,-93.842,-93.842,48,4,,4/4/2018 11:48:00,1018.3,,TXPT2,,,22.1,,20,10.8
,,4,,,,11,63.872,63.872,-160.784,-160.784,48,4,,4/4/2018 11:48:00,1020,,ULRA2,,,0,,,
3,,4,,,3.6,11,53.88,53.88,-166.537,-166.537,42,4,,4/4/2018 11:42:00,1009.4,,UNLA2,,,4.8,,30,2.6
24.7,,4,,,3.1,11,25.731,25.731,-80.162,-80.162,42,4,,4/4/2018 11:42:00,1015.7,,VAKF1,,,25.5,,160,2.1
12.2,,4,,,3.6,11,36.132,36.132,-114.412,-114.412,50,4,,4/4/2018 11:50:00,1014.8,,VBBA3,,,15,0,170,3.1
24.6,,4,,,3.6,11,24.711,24.711,-81.107,-81.107,48,4,,4/4/2018 11:48:00,1015.5,,VCAF1,,,25.8,,160,2.1
16.3,,4,,,12.9,11,28.64,28.64,-96.609,-96.609,48,4,,4/4/2018 11:48:00,1019.7,,VCAT2,,,22.1,,30,8.8
-0.8,,4,,,9.8,11,57.125,57.125,-170.285,-170.285,42,4,,4/4/2018 11:42:00,1015.1,,VCVA2,,,3.5,,50,7.2
,,4,,,9,12,14.559,14.559,-53.073,-53.073,0,4,,4/4/2018 12:00:00,,,41040,,,,,80,7
-2.3,,4,,,7.2,11,61.125,61.125,-146.361,-146.361,48,4,,4/4/2018 11:48:00,1014.4,,VDZA2,,,5.5,,80,5.1
20.6,,4,19.2,,1.5,12,27.072,27.072,-82.453,-82.453,0,4,,4/4/2018 12:00:00,1017.2,1.6,VENF1,,,23.3,,20,1
14.9,,4,,,8.8,11,37.608,37.608,-75.686,-75.686,48,4,,4/4/2018 11:48:00,1006.2,,WAHV2,,,12,,210,5.7
11.8,,4,,,3.1,11,38.873,38.873,-77.021,-77.021,48,4,,4/4/2018 11:48:00,1001.5,,WASD2,,,10.1,,160,2.6
19.6,,4,,,6.7,11,34.335,34.335,-80.702,-80.702,30,4,,4/4/2018 11:30:00,,,WATS1,,,,,220,2.6
5.6,,4,5.5,,,10,41.582,41.582,-70.525,-70.525,45,4,,4/4/2018 10:45:00,1007,,WAXM3,,,,,,1
,,4,,,,11,30.417,30.417,-87.825,-87.825,48,4,,4/4/2018 11:48:00,,,WBYA1,,,23,,,
20.2,,4,,,16.5,11,36.977,36.977,-76.315,-76.315,48,4,,4/4/2018 11:48:00,1006.4,,WDSV2,,,,,210,13.4
3.2,,4,,,2.6,11,43.32,43.32,-70.563,-70.563,48,4,,4/4/2018 11:48:00,1003.7,,WELM1,,,4.4,,30,2.1
3.2,,4,3.2,,,11,43.337,43.337,-70.549,-70.549,0,4,,4/4/2018 11:00:00,,,WEXM1,,,,,,0
-7.8,,4,,,8.8,11,46.76,46.76,-84.97,-84.97,40,4,,4/4/2018 11:40:00,1006.8,,WFPM4,,,,,10,5.1
-4,,4,,,,11,42.361,42.361,-87.813,-87.813,42,4,,4/4/2018 11:42:00,,,WHRI2,,,,,310,7.2
18.2,,4,17.4,,,10,30.421,30.421,-87.828,-87.828,45,4,,4/4/2018 10:45:00,1015,,WKXA1,,,,,,
19.7,,4,,,,11,34.228,34.228,-77.954,-77.954,48,4,,4/4/2018 11:48:00,1011.4,,WLON7,,,16.7,,,
-7,,4,-10.3,,9.3,11,46.285,46.285,-84.21,-84.21,48,4,,4/4/2018 11:48:00,1003.8,,WNEM4,,,,,360,5.7
5.8,,4,3.2,,4.1,11,47.662,47.662,-122.436,-122.436,0,4,,4/4/2018 11:00:00,1018.7,0.6,WPOW1,,,,,210,3.6
4.5,,4,,,5.7,11,46.904,46.904,-124.105,-124.105,36,4,,4/4/2018 11:36:00,1017.4,,WPTW1,,,9.5,,110,4.6
-5.5,,4,-8.9,,,11,45.842,45.842,-85.135,-85.135,0,4,,4/4/2018 11:00:00,1003.3,0,WSLM4,,,,,350,14.9
18.3,,4,,,4.1,11,30.326,30.326,-89.326,-89.326,42,4,,4/4/2018 11:42:00,1017.2,,WYCM6,,,23.3,,320,3.1
24.3,,4,,,,11,18.055,18.055,-65.833,-65.833,48,4,,4/4/2018 11:48:00,,,YABP4,,,,,,
,,4,,,,11,59.548,59.548,-139.733,-139.733,42,4,,4/4/2018 11:42:00,1016.2,,YATA2,,,4.9,,,
5.5,,4,,,14.9,12,43.262,43.262,-79.064,-79.064,0,4,,4/4/2018 12:00:00,993.9,3.7,YGNN6,,,,,230,7.7
17.9,,4,,,12.9,11,37.251,37.251,-76.342,-76.342,48,4,,4/4/2018 11:48:00,1006.5,,YKRV2,,,,,210,11.3
20.2,,4,,,10.3,11,37.227,37.227,-76.479,-76.479,48,4,,4/4/2018 11:48:00,1005.6,,YKTV2,,,11,,210,7.7
20.3,,4,17.4,,,11,37.414,37.414,-76.712,-76.712,30,4,,4/4/2018 11:30:00,1006,,YRSV2,,,,,180,1.5
7.2,,4,,,,11,37.24,37.24,126.02,126.02,0,4,,4/4/2018 11:00:00,1017.8,,22101,,,5.1,,120,3
7.1,,4,,,,11,34.79,34.79,125.78,125.78,0,4,,4/4/2018 11:00:00,1016.7,,22102,,,7.7,,10,3
13.3,,4,,,,11,34,34,127.5,127.5,0,4,,4/4/2018 11:00:00,1017.5,,22103,,,13.7,,90,13
11.2,,4,,,,11,34.77,34.77,128.9,128.9,0,4,,4/4/2018 11:00:00,1021,,22104,,,13.8,,90,12
6,,4,,,,11,37.54,37.54,130,130,0,4,,4/4/2018 11:00:00,1023.7,,22105,,,11.6,,90,3
9.5,,4,,,,11,36.35,36.35,129.78,129.78,0,4,,4/4/2018 11:00:00,1022.7,,22106,,,13.2,,50,7
17.4,,4,,,,11,33.08,33.08,126.03,126.03,0,4,,4/4/2018 11:00:00,1016.4,,22107,,,17.5,,100,2
6.6,,4,,,,11,36.25,36.25,125.75,125.75,0,4,,4/4/2018 11:00:00,1017,,22108,,,6.4,,30,5
,6.4,4,,13,,11,-19.425,-19.425,-85.078,-85.078,50,4,,4/4/2018 11:50:00,,,32012,,,,1.9,,
21.7,,4,18.8,,8,12,31.76,31.76,-74.84,-74.84,0,4,,4/4/2018 12:00:00,1017.7,1.4,41002,,,21.9,,210,6
20.8,,4,18.7,,12,12,32.501,32.501,-79.099,-79.099,0,4,,4/4/2018 12:00:00,1013.9,0,41004,,,20.5,,230,9
18.6,4.5,4,18.6,5,6,11,31.4,31.4,-80.868,-80.868,50,4,114,4/4/2018 11:50:00,1014.4,0,41008,,,17.7,0.8,170,5
22.4,,4,20.4,,5,12,28.501,28.501,-80.184,-80.184,0,4,,4/4/2018 12:00:00,1017.3,1.7,41009,,,23.3,,240,4
23.6,,4,20,,7,12,28.872,28.872,-78.493,-78.493,0,4,,4/4/2018 12:00:00,1017.4,1.1,41010,,,24.3,,180,6
21,,4,19.5,,10,12,33.436,33.436,-77.743,-77.743,0,4,,4/4/2018 12:00:00,1013.5,0,41013,,,19.1,,210,8
16.4,,4,,,11,11,33.837,33.837,-78.484,-78.484,8,4,,4/4/2018 11:08:00,1012.7,,41024,,,15.4,,220,9
21.7,,4,19.1,,12,12,35.005,35.005,-75.403,-75.403,0,4,,4/4/2018 12:00:00,1013.2,-0.3,41025,,,21.3,,220,10
15.1,,4,,,9,11,32.803,32.803,-79.624,-79.624,8,4,,4/4/2018 11:08:00,1013.4,,41029,,,15.8,,230,6
16.2,,4,,,8,11,32.279,32.279,-80.41,-80.41,8,4,,4/4/2018 11:08:00,1013.3,,41033,,,17.3,,210,6
19.5,,4,,,12,11,33.989,33.989,-77.361,-77.361,8,4,,4/4/2018 11:08:00,1013,,41037,,,18,,210,8
17,,4,,,9,11,34.142,34.142,-77.719,-77.719,8,4,,4/4/2018 11:08:00,1012.2,,41038,,,14.1,,210,7
,,4,,,8,12,14.329,14.329,-46.082,-46.082,0,4,,4/4/2018 12:00:00,1015.1,1.3,41041,,,,,100,6
25,,4,20.8,,7,12,21.132,21.132,-64.856,-64.856,0,4,,4/4/2018 12:00:00,1016.4,1.7,41043,,,25.3,,110,5
24.9,,4,20.8,,8,12,21.597,21.597,-58.621,-58.621,0,4,,4/4/2018 12:00:00,1018,1.8,41044,,,25.4,,80,7
24.4,,4,21.5,,9,12,23.832,23.832,-68.417,-68.417,0,4,,4/4/2018 12:00:00,1017.3,1.8,41046,,,25.1,,80,7
,,4,,,7,12,27.52,27.52,-71.53,-71.53,0,4,,4/4/2018 12:00:00,1019.4,1.2,41047,,,,,130,6
,,4,,,7,12,31.86,31.86,-69.59,-69.59,0,4,,4/4/2018 12:00:00,1020.3,0.7,41048,,,20.4,,170,6
,,4,,,6,12,27.487,27.487,-62.947,-62.947,0,4,,4/4/2018 12:00:00,1020.8,1.9,41049,,,23.6,,110,5
26.9,,4,,,7,11,18.251,18.251,-64.763,-64.763,30,4,,4/4/2018 11:30:00,1013.7,,41052,,,,,90,6
25.8,,4,,,4,11,18.474,18.474,-66.099,-66.099,30,4,,4/4/2018 11:30:00,1014.6,,41053,,,,,120,3
26.4,,4,,,6,11,18.26,18.26,-65.457,-65.457,30,4,,4/4/2018 11:30:00,1015,,41056,,,,,90,5
,,4,,,12,11,35.778,35.778,-75.095,-75.095,0,4,,4/4/2018 11:00:00,1012.3,-1.1,41062,,,,,,9
20.9,,4,,,11,10,34.782,34.782,-75.941,-75.941,0,4,,4/4/2018 10:00:00,1013.3,-0.3,41063,,,,,220,9
19.9,,4,,,8,11,34.207,34.207,-76.949,-76.949,8,4,,4/4/2018 11:08:00,1013.3,,41064,,,17.4,,210,6
,4.3,4,,6,,12,33.721,33.721,-78.015,-78.015,0,4,181,4/4/2018 12:00:00,,,41108,,,14.7,1.3,,
,4.6,4,,6,,12,34.141,34.141,-77.717,-77.717,0,4,165,4/4/2018 12:00:00,,,41110,,,13.9,1.3,,
,4.9,4,,9,,12,30.709,30.709,-81.292,-81.292,0,4,109,4/4/2018 12:00:00,,,41112,,,18.2,0.6,,
,4.1,4,,4,,11,28.4,28.4,-80.534,-80.534,53,4,114,4/4/2018 11:53:00,,,41113,,,22.5,0.7,,
,4,4,,4,,12,27.55,27.55,-80.217,-80.217,0,4,85,4/4/2018 12:00:00,,,41114,,,24.5,0.6,,
,5.8,4,,8,,12,18.379,18.379,-67.28,-67.28,0,4,354,4/4/2018 12:00:00,,,41115,,,26.6,0.6,,
,5,4,,8,,11,30,30,-81.08,-81.08,52,4,90,4/4/2018 11:52:00,,,41117,,,18.5,0.6,,
,5.1,4,,8,,11,28.609,28.609,-80.59,-80.59,30,4,69,4/4/2018 11:30:00,,,41118,,,20.7,0.5,,
,5.1,4,,6,,12,34.21,34.21,-76.948,-76.948,0,4,191,4/4/2018 12:00:00,,,41159,,,17.5,1.9,,
25.3,,4,20.2,,,10,14.754,14.754,-50.949,-50.949,30,4,,4/4/2018 10:30:00,1013,,41NT0,,,25.8,,100,5
24.6,,4,22.7,,6,12,25.897,25.897,-89.668,-89.668,0,4,,4/4/2018 12:00:00,1015.4,1.3,42001,,,25.3,,120,5
23.9,5.2,4,,7,5,11,26.091,26.091,-93.758,-93.758,50,4,114,4/4/2018 11:50:00,1014.4,0.8,42002,,,24.3,1.3,90,4
24.2,,4,22.5,,3,12,25.93,25.93,-85.638,-85.638,0,4,,4/4/2018 12:00:00,1016.2,1.8,42003,,,25.3,,130,2
18.9,,4,18.4,,2,12,30.064,30.064,-87.551,-87.551,0,4,,4/4/2018 12:00:00,1016.9,2.3,42012,,,,,240,2
,,4,,,2,11,27.173,27.173,-82.924,-82.924,30,4,,4/4/2018 11:30:00,,,42013,,,21.7,,50,2
20.4,4.5,4,,7,16,11,27.907,27.907,-95.352,-95.352,50,4,114,4/4/2018 11:50:00,1015.9,2.2,42019,,,22.6,1.5,10,13
22.1,,4,20.9,,15,12,26.969,26.969,-96.694,-96.694,0,4,,4/4/2018 12:00:00,1015.9,2.8,42020,,,23.5,,10,13
,,4,,,2,11,27.504,27.504,-83.741,-83.741,30,4,,4/4/2018 11:30:00,,,42022,,,22.1,,,2
17.2,4.5,4,14.2,5,17,10,29.232,29.232,-94.413,-94.413,50,4,3,4/4/2018 10:50:00,1016.7,1.9,42035,,,21.9,1.8,10,14
23.6,4.4,4,22.2,6,4,11,28.788,28.788,-86.008,-86.008,50,4,181,4/4/2018 11:50:00,1015.6,0.4,42039,,,23.5,0.7,220,4
19.6,,4,18.1,,10,12,29.208,29.208,-88.226,-88.226,0,4,,4/4/2018 12:00:00,1017.6,2,42040,,,23,,350,8
21.8,,4,,,5,11,26.217,26.217,-96.5,-96.5,0,4,,4/4/2018 11:00:00,1014.3,2,42045,,,23,,40,4
,,4,,,14,11,27.896,27.896,-93.597,-93.597,0,4,,4/4/2018 11:00:00,1016.2,3.4,42047,,,22.7,,80,11
25.1,,4,24.4,,7,12,22.12,22.12,-93.96,-93.96,0,4,,4/4/2018 12:00:00,1011,1.6,42055,,,25.3,,70,6
26.6,,4,22.3,,7,12,19.918,19.918,-84.938,-84.938,0,4,,4/4/2018 12:00:00,1013.9,1.5,42056,,,27,,110,6
26.7,,4,22.2,,6,12,16.908,16.908,-81.422,-81.422,0,4,,4/4/2018 12:00:00,1013.4,1.5,42057,,,27.2,,100,5
,,4,,,7,12,14.888,14.888,-74.575,-74.575,0,4,,4/4/2018 12:00:00,1013.9,1.6,42058,,,,,70,6
26.4,,4,22.6,,8,12,15.252,15.252,-67.51,-67.51,0,4,,4/4/2018 12:00:00,1014.1,1.3,42059,,,26.7,,80,6
26.4,,4,22.4,,5,12,16.387,16.387,-63.35,-63.35,0,4,,4/4/2018 12:00:00,1014.7,1.6,42060,,,26.9,,70,5
,3.9,4,,5,,11,24.5,24.5,-81.251,-81.251,0,4,86,4/4/2018 11:00:00,,,42078,,,25.7,0.8,,
,3.6,4,,4,,12,25.7,25.7,-83.65,-83.65,0,4,141,4/4/2018 12:00:00,,,42097,,,23.9,0.6,,
,4.1,4,,6,,12,27.589,27.589,-82.931,-82.931,0,4,219,4/4/2018 12:00:00,,,42098,,,22.1,0.3,,
,4.1,4,,5,,12,27.345,27.345,-84.275,-84.275,0,4,172,4/4/2018 12:00:00,,,42099,,,23.8,0.5,,
,,4,,,8,11,26.672,26.672,-90.471,-90.471,0,4,,4/4/2018 11:00:00,1014.8,0.7,42360,,,,,150,6
22.8,,4,18.9,,,11,27.55,27.55,-92.49,-92.49,30,4,,4/4/2018 11:30:00,1016.6,3.4,42361,,,,,360,6
18.9,,4,17.8,,,11,29.06,29.06,-88.09,-88.09,30,4,,4/4/2018 11:30:00,1016.6,1.4,42364,,,,,250,
23.6,,4,21.2,,,11,28.2,28.2,-89.12,-89.12,30,4,,4/4/2018 11:30:00,,,42365,,,,,230,1
23.9,,4,22.2,,,11,26.129,26.129,-94.898,-94.898,30,4,,4/4/2018 11:30:00,1014.6,,42390,,,,,,
23.2,,4,22.5,,,11,28.157,28.157,-89.24,-89.24,30,4,,4/4/2018 11:30:00,,,42394,,,,,,
3.6,4.3,4,3.4,5,6,11,43.525,43.525,-70.141,-70.141,50,4,138,4/4/2018 11:50:00,1004,-2.8,44007,,,4.4,0.8,10,5
8.5,5.4,4,,7,,11,40.504,40.504,-69.248,-69.248,50,4,143,4/4/2018 11:50:00,1008.1,-2.1,44008,,,6,1.4,,
7.2,4.9,4,7.2,6,15,11,38.461,38.461,-74.703,-74.703,50,4,170,4/4/2018 11:50:00,1004.5,-2.3,44009,,,5.9,1.9,190,12
4.6,4.4,4,,6,5,11,42.346,42.346,-70.651,-70.651,50,4,81,4/4/2018 11:50:00,1003.4,-2.5,44013,,,5.1,0.7,160,4
13,4.6,4,13,6,12,11,36.611,36.611,-74.843,-74.843,50,4,148,4/4/2018 11:50:00,1010,-0.9,44014,,,8.7,1.5,200,10
8.2,4.9,4,8.2,7,10,11,40.693,40.693,-72.049,-72.049,50,4,152,4/4/2018 11:50:00,1003.5,-4.3,44017,,,4.8,1.1,190,9
6.2,3.8,4,6.2,7,8,11,41.439,41.439,-70.186,-70.186,50,4,99,4/4/2018 11:50:00,1005.2,-2.7,44020,,,4.9,0.3,180,7
9,4.6,4,,6,12,11,40.251,40.251,-73.164,-73.164,50,4,95,4/4/2018 11:50:00,1002.1,-4.3,44025,,,5,1.1,200,10
,4.8,4,,6,,11,44.287,44.287,-67.307,-67.307,50,4,151,4/4/2018 11:50:00,1004,-5,44027,,,4.6,1.8,,
4.2,,4,,5,,11,42.523,42.523,-70.566,-70.566,4,4,,4/4/2018 11:04:00,1003.7,,44029,,,4.7,0.9,,
3.8,,4,,5,5,11,43.181,43.181,-70.428,-70.428,4,4,,4/4/2018 11:04:00,1003.7,,44030,,,4.6,0.7,40,4
4.7,,4,,5,3,11,43.716,43.716,-69.355,-69.355,4,4,,4/4/2018 11:04:00,1004.3,,44032,,,,0.8,100,2
4.4,,4,,5,7,11,44.055,44.055,-68.998,-68.998,4,4,,4/4/2018 11:04:00,1004.7,,44033,,,4,0.7,80,4
4.8,,4,,5,11,11,44.106,44.106,-68.109,-68.109,4,4,,4/4/2018 11:04:00,1004,,44034,,0.1,4,1.4,120,9
4.8,,4,,,4,11,41.138,41.138,-72.655,-72.655,15,4,,4/4/2018 11:15:00,,,44039,,,,0.1,90,3
,4.4,4,,5,,12,36.2,36.2,-75.714,-75.714,0,4,141,4/4/2018 12:00:00,,,44056,,,9,1.1,,
15.7,,4,,,11,12,38.556,38.556,-76.415,-76.415,0,4,,4/4/2018 12:00:00,1003.9,-0.5,44062,,,,,200,9
7.9,,4,7.7,,11,12,40.369,40.369,-73.703,-73.703,0,4,,4/4/2018 12:00:00,1001.7,-4.1,44065,,,5.6,,200,9
11.3,4.5,4,11.3,5,13,11,39.568,39.568,-72.586,-72.586,50,4,190,4/4/2018 11:50:00,1004.2,-3.2,44066,,,7.1,1.4,200,12
,4.7,4,,6,,12,36.612,36.612,-74.838,-74.838,0,4,148,4/4/2018 12:00:00,,,44088,,,8.4,1.5,,
,4.4,4,,6,,12,37.757,37.757,-75.334,-75.334,0,4,159,4/4/2018 12:00:00,,,44089,,,6.7,1.6,,
,2.2,4,,2,,12,41.84,41.84,-70.329,-70.329,0,4,179,4/4/2018 12:00:00,,,44090,,,4.3,0.3,,
,4.4,4,,5,,12,39.778,39.778,-73.769,-73.769,0,4,185,4/4/2018 12:00:00,,,44091,,,6.1,1.7,,
,5.2,4,,6,,11,35.75,35.75,-75.33,-75.33,48,4,158,4/4/2018 11:48:00,,,44095,,,9.8,1.6,,
,4.1,4,,5,,11,37.023,37.023,-75.809,-75.809,51,4,145,4/4/2018 11:51:00,,,44096,,,7.4,1.1,,
,5.1,4,,7,,11,40.969,40.969,-71.127,-71.127,43,4,142,4/4/2018 11:43:00,,,44097,,,4.8,1.3,,
,,4,,5,,11,42.798,42.798,-70.168,-70.168,36,4,,4/4/2018 11:36:00,,,44098,,,5,1.1,,
,4.3,4,,5,,12,36.915,36.915,-75.72,-75.72,0,4,138,4/4/2018 12:00:00,,,44099,,,7.3,1,,
,4.7,4,,6,,11,36.26,36.26,-75.594,-75.594,45,4,131,4/4/2018 11:45:00,,,44100,,,8.2,1.2,,
11.8,,4,,5,13,12,42.26,42.26,-62,-62,0,4,,4/4/2018 12:00:00,1013,-3.4,44137,,,11.6,1.6,180,11
0.9,,4,,7,5,10,44.24,44.24,-57.1,-57.1,0,4,,4/4/2018 10:00:00,1025.7,0.2,44139,,,1.8,0.9,160,4
13.4,,4,,6,8,11,42.5,42.5,-64.02,-64.02,0,4,,4/4/2018 11:00:00,1010.4,-4.3,44150,,,12.7,2.2,,6
3.5,4.6,4,,6,10,11,56.304,56.304,-147.92,-147.92,50,4,,4/4/2018 11:50:00,1008.1,-0.5,46001,,,4.9,1.6,210,8
,,4,,,,12,42.612,42.612,-130.537,-130.537,0,4,,4/4/2018 12:00:00,1013.5,-0.9,46002,,,,,,
9,,4,,,7,12,46.14,46.14,-131.07,-131.07,0,4,,4/4/2018 12:00:00,1008.3,-1,46005,,,,,180,6
12.2,,4,,13,7,11,34.956,34.956,-121.019,-121.019,50,4,,4/4/2018 11:50:00,1017.4,0,46011,,,13.4,1.3,310,6
11.4,5.9,4,,12,5,11,37.363,37.363,-122.881,-122.881,50,4,270,4/4/2018 11:50:00,1017,-0.6,46012,,,12.7,1.3,310,4
10.8,,4,9.2,,8,12,38.238,38.238,-123.307,-123.307,0,4,,4/4/2018 12:00:00,1016.8,-0.5,46013,,,10.2,,300,7
,,4,,,5,12,39.235,39.235,-123.974,-123.974,0,4,,4/4/2018 12:00:00,1017,-1.1,46014,,,,,300,4
10.1,7.1,4,8,9,6,11,40.72,40.72,-124.531,-124.531,50,4,336,4/4/2018 11:50:00,1016.5,-2.3,46022,,,10.4,1.1,30,5
,,4,,,2,12,33.749,33.749,-119.053,-119.053,0,4,,4/4/2018 12:00:00,1016.1,0,46025,,,,,100,1
10.7,5.6,4,,13,5,11,37.755,37.755,-122.839,-122.839,50,4,234,4/4/2018 11:50:00,1016.8,-1,46026,,,11.5,1.1,330,3
9.6,7.8,4,,13,2,11,41.852,41.852,-124.382,-124.382,50,4,240,4/4/2018 11:50:00,1017.5,-1.4,46027,,,10.4,1,290,1
12.3,5.9,4,,13,5,11,35.712,35.712,-121.858,-121.858,50,4,315,4/4/2018 11:50:00,1016.7,-0.5,46028,,,12.9,1.3,320,2
