air_temp,apd,day,dewpoint,dpd,gust,hour,lat,lat_attr,lon,lon_attr,minute,month,mwd,obs_time,pressure,ptdy,station_id,tide,vis,water_temp,wave_height,wind_dir,wind_speed
17,,4,,,9,11,34.142,34.142,-77.719,-77.719,8,4,,4/4/2018 11:08:00,1012.2,,41038,,,14.1,,210,7
,,4,,,9,11,14.559,14.559,-53.073,-53.073,20,4,,4/4/2018 11:20:00,,,41040,,,,,90,7
,,4,,,8,11,14.329,14.329,-46.082,-46.082,20,4,,4/4/2018 11:20:00,1014.8,,41041,,,,,100,7
25,,4,20.8,,6,11,21.132,21.132,-64.856,-64.856,20,4,,4/4/2018 11:20:00,1016.4,,41043,,,25.3,,120,5
24.8,,4,21.3,,9,11,21.597,21.597,-58.621,-58.621,20,4,,4/4/2018 11:20:00,1017.7,,41044,,,25.4,,80,7
24.3,,4,21.4,,9,11,23.832,23.832,-68.417,-68.417,20,4,,4/4/2018 11:20:00,1017.1,,41046,,,25.1,,70,7
,,4,,,8,11,27.52,27.52,-71.53,-71.53,20,4,,4/4/2018 11:20:00,1019.3,,41047,,,,,130,6
,,4,,,7,11,31.86,31.86,-69.59,-69.59,20,4,,4/4/2018 11:20:00,1020.3,,41048,,,20.4,,170,5
23.5,,4,19.7,,7,11,27.487,27.487,-62.947,-62.947,20,4,,4/4/2018 11:20:00,1020.4,,41049,,,23.6,,100,6
26.8,,4,,,7,11,18.251,18.251,-64.763,-64.763,0,4,,4/4/2018 11:00:00,1013.4,1,41052,,,,,80,6
25.5,,4,,13,4,11,18.474,18.474,-66.099,-66.099,0,4,36,4/4/2018 11:00:00,1014.4,1.3,41053,,,26.3,0.9,140,2
26.2,,4,,8,6,11,18.26,18.26,-65.457,-65.457,0,4,21,4/4/2018 11:00:00,1014.8,1.1,41056,,,,0.7,90,4
,,4,,,12,11,35.778,35.778,-75.095,-75.095,0,4,,4/4/2018 11:00:00,1012.3,-1.1,41062,,,,,,9
20.9,,4,,,11,10,34.782,34.782,-75.941,-75.941,0,4,,4/4/2018 10:00:00,1013.3,-0.3,41063,,,,,220,9
19.9,,4,,,8,11,34.207,34.207,-76.949,-76.949,8,4,,4/4/2018 11:08:00,1013.3,,41064,,,17.4,,210,6
,,4,,6,,11,33.721,33.721,-78.015,-78.015,0,4,,4/4/2018 11:00:00,,,41108,,,14.9,1.2,,
,,4,,6,,11,34.141,34.141,-77.717,-77.717,0,4,,4/4/2018 11:00:00,,,41110,,,13.9,1.1,,
,5.2,4,,8,,11,30.709,30.709,-81.292,-81.292,30,4,101,4/4/2018 11:30:00,,,41112,,,18.3,0.6,,
,4.2,4,,4,,10,28.4,28.4,-80.534,-80.534,53,4,121,4/4/2018 10:53:00,,,41113,,,22.5,0.7,,
,,4,,5,,11,27.55,27.55,-80.217,-80.217,0,4,,4/4/2018 11:00:00,,,41114,,,24.5,0.7,,
,,4,,8,,11,18.379,18.379,-67.28,-67.28,0,4,,4/4/2018 11:00:00,,,41115,,,26.6,0.7,,
,5,4,,9,,11,30,30,-81.08,-81.08,22,4,85,4/4/2018 11:22:00,,,41117,,,18.5,0.6,,
,5,4,,8,,11,28.609,28.609,-80.59,-80.59,0,4,68,4/4/2018 11:00:00,,,41118,,,20.7,0.5,,
,,4,,6,,11,34.21,34.21,-76.948,-76.948,0,4,,4/4/2018 11:00:00,,,41159,,,17.5,1.8,,
24.6,,4,22.6,,6,11,25.897,25.897,-89.668,-89.668,20,4,,4/4/2018 11:20:00,1014.7,,42001,,,25.3,,120,5
23.7,5.4,4,,7,11,10,26.091,26.091,-93.758,-93.758,50,4,120,4/4/2018 10:50:00,1012.3,-1.4,42002,,,24.3,1.3,130,9
24.2,,4,22.5,,4,11,25.93,25.93,-85.638,-85.638,20,4,,4/4/2018 11:20:00,1015.6,,42003,,,25.4,,140,3
18.7,,4,18,,4,11,30.064,30.064,-87.551,-87.551,20,4,,4/4/2018 11:20:00,1016.3,,42012,,,,,230,3
,,4,,,1,10,27.173,27.173,-82.924,-82.924,30,4,,4/4/2018 10:30:00,,,42013,,,21.7,,160,1
21.4,4.6,4,,7,13,10,27.907,27.907,-95.352,-95.352,50,4,127,4/4/2018 10:50:00,1014.7,1,42019,,,22.7,1.3,20,11
23.3,,4,22.8,,8,11,26.969,26.969,-96.694,-96.694,20,4,,4/4/2018 11:20:00,1014.9,,42020,,,23.5,,360,6
,,4,,,2,10,27.504,27.504,-83.741,-83.741,30,4,,4/4/2018 10:30:00,,,42022,,,22.1,,,1
17.2,4.5,4,14.2,5,17,10,29.232,29.232,-94.413,-94.413,50,4,3,4/4/2018 10:50:00,1016.7,1.9,42035,,,21.9,1.8,10,14
23.5,4.4,4,22.2,5,4,10,28.788,28.788,-86.008,-86.008,50,4,184,4/4/2018 10:50:00,1015.2,0,42039,,,23.3,0.7,220,4
19.4,,4,18.1,,14,11,29.208,29.208,-88.226,-88.226,20,4,,4/4/2018 11:20:00,1016.6,,42040,,,23,,360,11
21.7,,4,,,3,10,26.217,26.217,-96.5,-96.5,0,4,,4/4/2018 10:00:00,1013.1,1.5,42045,,,23,,30,3
,,4,,,13,10,27.896,27.896,-93.597,-93.597,0,4,,4/4/2018 10:00:00,1014.8,0.2,42047,,,22.7,,40,8
25,,4,24.2,,8,11,22.12,22.12,-93.96,-93.96,20,4,,4/4/2018 11:20:00,1010.5,,42055,,,25.3,,80,6
26.6,,4,22.5,,6,11,19.918,19.918,-84.938,-84.938,20,4,,4/4/2018 11:20:00,1013.5,,42056,,,27,,120,5
26.6,,4,22.3,,7,11,16.908,16.908,-81.422,-81.422,20,4,,4/4/2018 11:20:00,1012.9,,42057,,,27,,90,6
,,4,,,8,11,14.888,14.888,-74.575,-74.575,20,4,,4/4/2018 11:20:00,1013.5,,42058,,,26.7,,60,6
26.3,,4,22.7,,8,11,15.252,15.252,-67.51,-67.51,20,4,,4/4/2018 11:20:00,1013.8,,42059,,,26.6,,80,6
26.5,,4,21.9,,6,11,16.387,16.387,-63.35,-63.35,20,4,,4/4/2018 11:20:00,1014.6,,42060,,,26.9,,70,5
,3.9,4,,5,,11,24.5,24.5,-81.251,-81.251,0,4,86,4/4/2018 11:00:00,,,42078,,,25.7,0.8,,
,,4,,4,,11,25.7,25.7,-83.65,-83.65,0,4,,4/4/2018 11:00:00,,,42097,,,23.9,0.6,,
,,4,,5,,11,27.589,27.589,-82.931,-82.931,0,4,,4/4/2018 11:00:00,,,42098,,,22.1,0.3,,
,,4,,5,,11,27.345,27.345,-84.275,-84.275,0,4,,4/4/2018 11:00:00,,,42099,,,23.8,0.5,,
,,4,,,8,10,26.672,26.672,-90.471,-90.471,0,4,,4/4/2018 10:00:00,1014.1,0,42360,,,,,150,7
23.3,,4,21.1,,,10,27.55,27.55,-92.49,-92.49,30,4,,4/4/2018 10:30:00,1015.2,1,42361,,,,,100,4
22.2,,4,22.2,,,10,29.06,29.06,-88.09,-88.09,30,4,,4/4/2018 10:30:00,1015.2,0,42364,,,,,200,
23.6,,4,21.2,,,11,28.2,28.2,-89.12,-89.12,30,4,,4/4/2018 11:30:00,,,42365,,,,,230,1
23.9,,4,22.2,,,9,26.129,26.129,-94.898,-94.898,30,4,,4/4/2018 9:30:00,1012.5,-1,42390,,,,,,
23.4,,4,22.5,,,10,28.157,28.157,-89.24,-89.24,30,4,,4/4/2018 10:30:00,,,42394,,,,,,
3.8,4.1,4,3.6,5,4,10,43.525,43.525,-70.141,-70.141,50,4,151,4/4/2018 10:50:00,1005.5,-3.2,44007,,,4.4,0.8,30,3
8,5.4,4,,7,,10,40.504,40.504,-69.248,-69.248,50,4,147,4/4/2018 10:50:00,1008.9,-0.5,44008,,,6,1.3,,
7.1,4.7,4,7.1,5,13,10,38.461,38.461,-74.703,-74.703,50,4,169,4/4/2018 10:50:00,1005.4,-2.4,44009,,,5.9,1.6,190,11
4.7,4.2,4,,6,3,10,42.346,42.346,-70.651,-70.651,50,4,100,4/4/2018 10:50:00,1004.6,-2.7,44013,,,5.1,0.7,140,3
12.7,4.4,4,12.7,6,10,10,36.611,36.611,-74.843,-74.843,50,4,144,4/4/2018 10:50:00,1010.5,-0.9,44014,,,8.7,1.3,200,9
6.2,5.1,4,6.2,6,7,10,40.693,40.693,-72.049,-72.049,50,4,148,4/4/2018 10:50:00,1005.1,-3.3,44017,,,4.8,1.1,170,6
4.7,3.3,4,4.7,3,5,10,41.439,41.439,-70.186,-70.186,50,4,225,4/4/2018 10:50:00,1006.8,-1.6,44020,,,4.9,0.4,190,5
8.4,5,4,,7,8,10,40.251,40.251,-73.164,-73.164,50,4,113,4/4/2018 10:50:00,1003.5,-4.3,44025,,,5,1.1,190,7
,4.6,4,,6,,10,44.287,44.287,-67.307,-67.307,50,4,148,4/4/2018 10:50:00,1006.8,-3.3,44027,,,4.5,1.6,,
4.2,,4,,5,,10,42.523,42.523,-70.566,-70.566,4,4,,4/4/2018 10:04:00,1005,,44029,,,4.7,0.9,,
3.8,,4,,5,3,10,43.181,43.181,-70.428,-70.428,4,4,,4/4/2018 10:04:00,1005.4,,44030,,,4.6,0.8,30,2
4.1,,4,,5,8,10,43.716,43.716,-69.355,-69.355,4,4,,4/4/2018 10:04:00,1003.7,,44032,,,,0.9,60,7
3.5,,4,,5,7,10,44.055,44.055,-68.998,-68.998,4,4,,4/4/2018 10:04:00,1004.9,,44033,,,4,0.6,60,6
4.7,,4,,5,11,10,44.106,44.106,-68.109,-68.109,4,4,,4/4/2018 10:04:00,1006.3,,44034,,0.1,4.1,1,110,8
5.2,,4,,5,12,9,43.491,43.491,-67.88,-67.88,4,4,,4/4/2018 9:04:00,1005.9,,44037,,1.6,4.3,1.4,90,10
4.7,,4,,,4,10,41.138,41.138,-72.655,-72.655,53,4,,4/4/2018 10:53:00,,,44039,,,,0.1,90,3
,,4,,5,,11,36.2,36.2,-75.714,-75.714,0,4,,4/4/2018 11:00:00,,,44056,,,9,1,,
15.4,,4,,,12,11,38.556,38.556,-76.415,-76.415,30,4,,4/4/2018 11:30:00,1003.5,,44062,,,,,200,9
8,,4,7.8,,10,11,40.369,40.369,-73.703,-73.703,20,4,,4/4/2018 11:20:00,1002.5,,44065,,,5.6,,190,8
11.2,4.7,4,11.2,6,13,10,39.568,39.568,-72.586,-72.586,50,4,107,4/4/2018 10:50:00,1005.2,-3.5,44066,,,6.9,1.2,200,11
,,4,,6,,11,36.612,36.612,-74.838,-74.838,0,4,,4/4/2018 11:00:00,,,44088,,,8.4,1.3,,
,4.5,4,,5,,11,37.757,37.757,-75.334,-75.334,30,4,162,4/4/2018 11:30:00,,,44089,,,6.8,1.6,,
,3.5,4,,,,11,41.84,41.84,-70.329,-70.329,0,4,,4/4/2018 11:00:00,,,44090,,,4.3,0.1,,
,,4,,4,,11,39.778,39.778,-73.769,-73.769,0,4,,4/4/2018 11:00:00,,,44091,,,6.1,1.3,,
,5.3,4,,7,,11,35.75,35.75,-75.33,-75.33,18,4,148,4/4/2018 11:18:00,,,44095,,,9.8,1.6,,
,3.8,4,,4,,11,37.023,37.023,-75.809,-75.809,21,4,162,4/4/2018 11:21:00,,,44096,,,7.4,1,,
,5,4,,6,,11,40.969,40.969,-71.127,-71.127,13,4,146,4/4/2018 11:13:00,,,44097,,,4.8,1.2,,
,4.8,4,,5,,11,42.798,42.798,-70.168,-70.168,6,4,126,4/4/2018 11:06:00,,,44098,,,5,1.1,,
,,4,,5,,11,36.915,36.915,-75.72,-75.72,0,4,,4/4/2018 11:00:00,,,44099,,,7.3,1.1,,
,4.5,4,,5,,10,36.26,36.26,-75.594,-75.594,45,4,127,4/4/2018 10:45:00,,,44100,,,8.3,1,,
10.7,,4,,5,16,11,42.26,42.26,-62,-62,0,4,,4/4/2018 11:00:00,1013.3,,44137,,,11.5,1.2,170,13
0.9,,4,,7,5,10,44.24,44.24,-57.1,-57.1,0,4,,4/4/2018 10:00:00,1025.7,0.2,44139,,,1.8,0.9,160,4
13.4,,4,,6,8,11,42.5,42.5,-64.02,-64.02,0,4,,4/4/2018 11:00:00,1010.4,-4.3,44150,,,12.7,2.2,,6
3.5,4.6,4,,6,11,10,56.304,56.304,-147.92,-147.92,50,4,,4/4/2018 10:50:00,1008.4,-0.4,46001,,,4.9,1.6,210,9
,,4,,,,11,42.612,42.612,-130.537,-130.537,20,4,,4/4/2018 11:20:00,1013.8,,46002,,,,,,
5,,4,,7,10,9,50.93,50.93,-136.1,-136.1,0,4,,4/4/2018 9:00:00,1013.2,,46004,,,7.1,1.3,40,9
9.1,,4,,,8,11,46.14,46.14,-131.07,-131.07,20,4,,4/4/2018 11:20:00,1008.6,,46005,,,,,190,6
12.1,,4,,13,7,10,34.956,34.956,-121.019,-121.019,50,4,,4/4/2018 10:50:00,1017,0,46011,,,13.4,1.2,330,6
11.4,6.1,4,,12,5,10,37.363,37.363,-122.881,-122.881,50,4,261,4/4/2018 10:50:00,1016.7,-0.8,46012,,,12.8,1.3,350,4
10.7,,4,9.4,,8,11,38.238,38.238,-123.307,-123.307,20,4,,4/4/2018 11:20:00,1017.1,,46013,,,10.2,,280,7
,,4,,,3,11,39.235,39.235,-123.974,-123.974,20,4,,4/4/2018 11:20:00,1016.7,,46014,,,,,290,2
10.2,6.5,4,7.5,10,5,10,40.72,40.72,-124.531,-124.531,50,4,331,4/4/2018 10:50:00,1017.6,-0.8,46022,,,10.4,1,10,5
,,4,,,3,11,33.749,33.749,-119.053,-119.053,20,4,,4/4/2018 11:20:00,1016.5,,46025,,,,,250,2
10.6,5.3,4,,6,4,10,37.755,37.755,-122.839,-122.839,50,4,301,4/4/2018 10:50:00,1016.8,-0.3,46026,,,11.6,1.2,320,3
9.5,6.9,4,,12,4,10,41.852,41.852,-124.382,-124.382,50,4,263,4/4/2018 10:50:00,1017.6,-1.3,46027,,,10.4,0.9,70,4
12.4,5.9,4,,14,7,10,35.712,35.712,-121.858,-121.858,50,4,294,4/4/2018 10:50:00,1017.3,0.3,46028,,,12.9,1.4,330,6
8.5,5.9,4,4.3,8,8,10,46.143,46.143,-124.485,-124.485,50,4,312,4/4/2018 10:50:00,1016,-1.6,46029,,,9.2,0.8,160,7
,5.3,4,,8,,10,57.026,57.026,-177.738,-177.738,50,4,90,4/4/2018 10:50:00,1016.7,0,46035,,,,1.9,,
7.1,,4,,6,11,11,48.35,48.35,-133.94,-133.94,0,4,,4/4/2018 11:00:00,1006.9,-1.6,46036,,,7.5,2.2,70,9
6.5,4.3,4,,8,8,10,47.353,47.353,-124.742,-124.742,50,4,307,4/4/2018 10:50:00,1016,-0.8,46041,,,9.4,0.8,120,7
11.8,5.5,4,,12,9,10,36.785,36.785,-122.398,-122.398,50,4,265,4/4/2018 10:50:00,1016.8,0,46042,,,12.8,1.4,330,7
12.9,6,4,,13,,10,32.398,32.398,-119.498,-119.498,50,4,278,4/4/2018 10:50:00,1017,,46047,,,15.5,1.5,,
9.2,,4,5.2,,9,11,44.677,44.677,-124.515,-124.515,20,4,,4/4/2018 11:20:00,1017.6,,46050,,,10.2,,170,7
12.1,,4,12.1,,4,11,34.252,34.252,-119.853,-119.853,20,4,,4/4/2018 11:20:00,,,46053,,,12.5,,100,3
,,4,,,10,11,34.265,34.265,-120.477,-120.477,20,4,,4/4/2018 11:20:00,1016.4,,46054,,,12,,310,8
13.3,,4,11.9,,8,11,38.072,38.072,-129.966,-129.966,20,4,,4/4/2018 11:20:00,1017.3,,46059,,,13.5,,180,6
-1.3,3.4,4,,4,13,10,60.584,60.584,-146.805,-146.805,50,4,336,4/4/2018 10:50:00,1011.6,-0.8,46060,,,4.7,0.6,90,10
-1.2,4.9,4,,7,18,10,60.23,60.23,-146.843,-146.843,50,4,110,4/4/2018 10:50:00,1009.4,-1.3,46061,,,,2,90,14
2.9,6,4,,8,,10,52.785,52.785,-155.047,-155.047,50,4,142,4/4/2018 10:50:00,1005.3,-1.8,46066,,,4.2,1.6,,
11.7,5.5,4,,13,9,10,33.674,33.674,-120.212,-120.212,50,4,240,4/4/2018 10:50:00,1015.9,-0.8,46069,,,12.8,1.6,320,7
,6.6,4,,9,,10,53.983,53.983,-160.817,-160.817,50,4,125,4/4/2018 10:50:00,1006.1,-1.8,46075,,,4.7,1.2,,
,5.2,4,,6,10,10,59.502,59.502,-147.99,-147.99,50,4,51,4/4/2018 10:50:00,,,46076,,,,1.7,30,8
0.7,4.2,4,-7.1,5,3,10,57.91,57.91,-154.175,-154.175,50,4,24,4/4/2018 10:50:00,1005.3,-0.9,46077,,,3.1,0.7,50,3
3.1,5,4,-2.3,8,,10,55.556,55.556,-152.582,-152.582,50,4,142,4/4/2018 10:50:00,1006.1,-0.6,46078,,,,1.3,,
-2.2,2.8,4,-7.7,3,5,10,60.799,60.799,-148.263,-148.263,50,4,,4/4/2018 10:50:00,1012.6,0,46081,,,5.1,0.3,150,4
,5.6,4,,7,,10,59.681,59.681,-143.372,-143.372,50,4,85,4/4/2018 10:50:00,1011.2,0,46082,,,5.5,2.7,,
2.6,4.3,4,,5,12,10,58.3,58.3,-137.997,-137.997,50,4,73,4/4/2018 10:50:00,1015.6,1.1,46083,,,5.4,1.1,120,10
3.8,4.7,4,,5,7,10,55.868,55.868,-142.492,-142.492,50,4,,4/4/2018 10:50:00,1013.2,0,46085,,,5.6,0.8,220,5
13.6,6.4,4,,14,4,10,32.491,32.491,-118.035,-118.035,50,4,226,4/4/2018 10:50:00,1016.5,-0.5,46086,,,16.7,1,290,2
6.6,5.1,4,3.6,8,6,11,48.493,48.493,-124.726,-124.726,20,4,283,4/4/2018 11:20:00,1016.4,,46087,,,8.7,0.8,100,5
6.1,3,4,2.6,,3,11,48.334,48.334,-123.165,-123.165,20,4,,4/4/2018 11:20:00,1017.7,,46088,,,8,0.1,210,3
8.9,5,4,,6,12,10,45.925,45.925,-125.771,-125.771,50,4,209,4/4/2018 10:50:00,1013.9,-1.8,46089,,,9.9,1.8,180,10
11.6,,4,,,,11,36.75,36.75,-122.03,-122.03,5,4,,4/4/2018 11:05:00,1017.1,0.4,46092,,,12.5,,330,5
9.7,,4,,,,9,44.639,44.639,-124.304,-124.304,50,4,,4/4/2018 9:50:00,1016.9,,46097,,,10.1,,170,6
6.8,,4,,,,9,46.986,46.986,-124.566,-124.566,50,4,,4/4/2018 9:50:00,1016.2,,46099,,,9.5,,140,5
6.8,,4,,,,9,46.851,46.851,-124.972,-124.972,50,4,,4/4/2018 9:50:00,1014.8,,46100,,,9.6,,140,6
,3.9,4,,5,,11,59.597,59.597,-151.829,-151.829,8,4,327,4/4/2018 11:08:00,,,46108,,,4.2,1,,
,,4,,13,,11,36.723,36.723,-122.351,-122.351,0,4,,4/4/2018 11:00:00,,,46114,,,12.8,1.3,,
6.5,,4,4.4,,,11,47.761,47.761,-122.397,-122.397,17,4,,4/4/2018 11:17:00,1018,,46120,,,,,270,4
7.4,,4,,3,7,11,49.91,49.91,-124.99,-124.99,0,4,,4/4/2018 11:00:00,1017.2,0.3,46131,,,8.3,0.3,100,6
7.2,,4,,5,12,11,49.74,49.74,-127.93,-127.93,0,4,,4/4/2018 11:00:00,1014.2,-0.5,46132,,,8.3,1.7,120,10
3.7,,4,,6,3,11,54.37,54.37,-132.44,-132.44,0,4,,4/4/2018 11:00:00,1017.1,0.8,46145,,,6.2,0.6,180,2
7.5,,4,,3,6,11,49.34,49.34,-123.73,-123.73,0,4,,4/4/2018 11:00:00,1017.7,0.2,46146,,,8.3,0.3,100,6
5.3,,4,,7,8,11,51.83,51.83,-131.22,-131.22,0,4,,4/4/2018 11:00:00,1015.3,-0.3,46147,,,7.5,1,70,6
2.3,,4,,2,,11,53.83,53.83,-128.83,-128.83,0,4,,4/4/2018 11:00:00,1018.5,0.9,46181,,,6.1,0.3,,
4.4,,4,,6,,11,53.62,53.62,-131.1,-131.1,0,4,,4/4/2018 11:00:00,1016.7,0.3,46183,,,7,0.4,0,
3.6,,4,,6,7,11,53.91,53.91,-138.85,-138.85,0,4,,4/4/2018 11:00:00,1015.3,,46184,,,5.5,0.8,150,5
5.4,,4,,5,5,11,52.42,52.42,-129.79,-129.79,0,4,,4/4/2018 11:00:00,1016.4,0.3,46185,,,8.8,0.6,110,4
5.1,,4,,7,7,11,51.38,51.38,-128.77,-128.77,0,4,,4/4/2018 11:00:00,1015.6,0,46204,,,8.1,0.9,90,6
4.4,,4,,7,4,11,54.19,54.19,-134.32,-134.32,0,4,,4/4/2018 11:00:00,1016.7,0.4,46205,,,7,0.9,30,3
7.2,,4,,5,10,11,48.84,48.84,-126,-126,0,4,,4/4/2018 11:00:00,1016,-0.7,46206,,,8.5,1.2,100,8
13.2,,4,,8,8,11,50.87,50.87,-129.92,-129.92,0,4,,4/4/2018 11:00:00,1013.9,-0.5,46207,,,8.4,1.2,30,7
,,4,,8,,11,46.858,46.858,-124.244,-124.244,0,4,,4/4/2018 11:00:00,,,46211,,,9.3,0.8,,
,6.9,4,,10,,11,40.295,40.295,-124.732,-124.732,22,4,337,4/4/2018 11:22:00,,,46213,,,10.9,1.3,,
,6.1,4,,13,,11,35.204,35.204,-120.859,-120.859,27,4,234,4/4/2018 11:27:00,,,46215,,,12.1,0.9,,
,,4,,13,,11,34.167,34.167,-119.435,-119.435,0,4,,4/4/2018 11:00:00,,,46217,,,13.2,0.7,,
,,4,,14,,11,34.454,34.454,-120.783,-120.783,0,4,,4/4/2018 11:00:00,,,46218,,,12.4,1.4,,
,,4,,13,,11,33.225,33.225,-119.882,-119.882,0,4,,4/4/2018 11:00:00,,,46219,,,13.7,1.5,,
,,4,,14,,11,33.855,33.855,-118.634,-118.634,0,4,,4/4/2018 11:00:00,,,46221,,,15.2,0.8,,
,,4,,13,,11,33.618,33.618,-118.317,-118.317,0,4,,4/4/2018 11:00:00,,,46222,,,14.8,0.7,,
,,4,,13,,11,33.178,33.178,-117.472,-117.472,0,4,,4/4/2018 11:00:00,,,46224,,,15.4,0.8,,
,7.8,4,,13,,10,32.933,32.933,-117.391,-117.391,51,4,226,4/4/2018 10:51:00,,,46225,,,15.8,0.8,,
,5.6,4,,12,,11,43.769,43.769,-124.547,-124.547,23,4,264,4/4/2018 11:23:00,,,46229,,,10.6,0.9,,
,,4,,13,,11,32.53,32.53,-117.421,-117.421,0,4,,4/4/2018 11:00:00,,,46232,,,15.8,1.1,,
,6,4,,13,,11,37.786,37.786,-122.634,-122.634,0,4,251,4/4/2018 11:00:00,,,46237,,,12.7,1.1,,
,6.1,4,,13,,11,36.341,36.341,-122.102,-122.102,30,4,242,4/4/2018 11:30:00,,,46239,,,12.9,1.5,,
,7.1,4,,12,,11,36.626,36.626,-121.907,-121.907,21,4,345,4/4/2018 11:21:00,,,46240,,,14.3,0.6,,
,7.5,4,,17,,10,33.22,33.22,-117.439,-117.439,58,4,214,4/4/2018 10:58:00,,,46242,,,15.4,0.6,,
,,4,,13,,11,46.216,46.216,-124.128,-124.128,0,4,,4/4/2018 11:00:00,,,46243,,,9.2,0.7,,
,,4,,13,,11,40.896,40.896,-124.357,-124.357,0,4,,4/4/2018 11:00:00,,,46244,,,10.9,1.2,,
,4.5,4,,8,,11,46.134,46.134,-124.64,-124.64,25,4,327,4/4/2018 11:25:00,,,46248,,,9.7,0.9,,
,6.1,4,,14,,11,33.76,33.76,-119.55,-119.55,0,4,222,4/4/2018 11:00:00,,,46251,,,13.3,1,,
,,4,,14,,11,33.576,33.576,-118.181,-118.181,0,4,,4/4/2018 11:00:00,,,46253,,,14.1,0.6,,
,5,4,,13,,11,32.868,32.868,-117.267,-117.267,0,4,287,4/4/2018 11:00:00,,,46254,,,15.5,0.5,,
,10.8,4,,14,,11,33.7,33.7,-118.201,-118.201,22,4,179,4/4/2018 11:22:00,,,46256,,,14,0.8,,
,,4,,14,,11,32.75,32.75,-117.5,-117.5,0,4,,4/4/2018 11:00:00,,,46258,,,15.9,0.9,,
,6.7,4,,12,,11,34.732,34.732,-121.664,-121.664,22,4,265,4/4/2018 11:22:00,,,46259,,,14.2,1.6,,
,7.5,4,,8,,9,43.586,43.586,-124.29,-124.29,30,4,331,4/4/2018 9:30:00,,,46260,,,10.1,0.9,,
,7.2,4,,8,,9,43.76,43.76,-124.225,-124.225,30,4,329,4/4/2018 9:30:00,,,46261,,,10,1,,
,,4,,14,,11,33.704,33.704,-119.004,-119.004,0,4,,4/4/2018 11:00:00,,,46262,,,14.3,0.8,,
,5.7,4,,13,,11,39.368,39.368,-123.91,-123.91,0,4,246,4/4/2018 11:00:00,,,46263,,,10.5,1.1,,
,6,4,,7,,11,57.479,57.479,-151.695,-151.695,0,4,152,4/4/2018 11:00:00,,,46264,,,4.2,1.3,,
8.1,,4,4.9,,9,11,46.141,46.141,-124.574,-124.574,20,4,,4/4/2018 11:20:00,1016.9,,46T29,,,9.6,,170,8
23.5,6.4,4,,9,5,10,23.538,23.538,-153.808,-153.808,50,4,322,4/4/2018 10:50:00,1009.8,-0.8,51000,,,23.8,1.6,210,5
27.6,,4,23.1,,2,11,24.417,24.417,-162.1,-162.1,20,4,,4/4/2018 11:20:00,1009.6,,51001,,,28.7,,130,2
26,,4,23.1,,5,11,17.037,17.037,-157.696,-157.696,20,4,,4/4/2018 11:20:00,1010.8,,51002,,,26.5,,170,4
25.5,5.6,4,,8,6,10,19.289,19.289,-160.569,-160.569,50,4,258,4/4/2018 10:50:00,1009.4,-0.4,51003,,,25.4,1.2,220,5
25.3,,4,22.7,,5,11,17.602,17.602,-152.395,-152.395,20,4,,4/4/2018 11:20:00,1011.7,,51004,,,25.7,,170,4
20.7,6.9,4,,9,5,10,24.318,24.318,-162.231,-162.231,50,4,,4/4/2018 10:50:00,1005,-2.1,51101,,,23.3,1.4,70,3
,5.9,4,,8,,11,21.415,21.415,-157.678,-157.678,4,4,62,4/4/2018 11:04:00,,,51202,,,24.8,0.7,,
,,4,,8,,11,21.018,21.018,-156.425,-156.425,0,4,,4/4/2018 11:00:00,,,51205,,,24.5,1,,
,6.6,4,,8,,11,19.78,19.78,-154.97,-154.97,27,4,106,4/4/2018 11:27:00,,,51206,,,25.3,1.1,,
,5.3,4,,9,,11,22.285,22.285,-159.574,-159.574,22,4,351,4/4/2018 11:22:00,,,51208,,,24.2,1,,
,,4,,13,,11,-14.264,-14.264,-170.493,-170.493,0,4,,4/4/2018 11:00:00,,,51209,,,29.4,1.5,,
,,4,,8,,11,21.477,21.477,-157.756,-157.756,0,4,,4/4/2018 11:00:00,,,51210,,,24.8,0.6,,
,4.4,4,,12,,11,21.297,21.297,-157.959,-157.959,0,4,170,4/4/2018 11:00:00,,,51211,,,24.7,0.7,,
23.7,,4,21.5,,,10,22.667,22.667,-157.951,-157.951,30,4,,4/4/2018 10:30:00,,,51WH0,,,23.7,,,
,,4,,13,,11,13.354,13.354,144.788,144.788,0,4,,4/4/2018 11:00:00,,,52200,,,28.4,1.8,,
,7.1,4,,11,,11,7.083,7.083,171.392,171.392,15,4,36,4/4/2018 11:15:00,,,52201,,,29.4,0.9,,
,,4,,13,,11,13.684,13.684,144.812,144.812,0,4,,4/4/2018 11:00:00,,,52202,,,28.1,2.2,,
12.6,,4,9.1,9,,11,45.23,45.23,-5,-5,0,4,,4/4/2018 11:00:00,1003.3,,62001,,,,5.2,250,13.4
9.9,,4,4.5,,,11,48.72,48.72,-12.43,-12.43,0,4,,4/4/2018 11:00:00,1003.5,4.9,62029,,,11.4,5.2,330,9.8
9.7,,4,8.9,,,11,50,50,-4.4,-4.4,0,4,,4/4/2018 11:00:00,990.9,,62050,,,,3.5,250,8.8
7.9,,4,1.8,,,11,51,51,-13.55,-13.55,0,4,,4/4/2018 11:00:00,1002.8,3.1,62081,,,10.9,4.5,330,8.2
7.3,,4,,,,11,53.04,53.04,-15.53,-15.53,0,4,,4/4/2018 11:00:00,1005.1,,62095,,,10.2,4.8,30,8.2
